id;score
0;0.5208415985107422
1;0.4585776925086975
2;0.32051050662994385
3;0.4007450342178345
4;0.778944730758667
5;0.535984992980957
6;0.2381928563117981
7;0.8403581380844116
8;0.7126150727272034
9;0.652717113494873
10;0.9545454382896423
11;0.5540398955345154
12;0.5058045983314514
13;0.6830412149429321
14;0.8312817811965942
15;0.5585032105445862
16;0.44792869687080383
17;0.8846153616905212
18;0.6977382898330688
19;0.47804728150367737
20;0.5305480360984802
21;0.5786206722259521
22;0.504384458065033
23;0.7941176295280457
24;0.75
25;0.797744870185852
26;0.7222222089767456
27;0.7163177132606506
28;0.741718053817749
29;0.9208194017410278
30;0.82811439037323
31;0.5106504559516907
32;0.717391312122345
33;0.7439024448394775
34;0.7564102411270142
35;0.4722846746444702
36;0.6113134026527405
37;0.49456140398979187
38;0.5359265804290771
39;0.4671340584754944
40;0.6713629961013794
41;0.6459450125694275
42;0.4407035708427429
43;0.6137914061546326
44;0.9166666865348816
45;0.6099726557731628
46;0.09464168548583984
47;0.5320633053779602
48;0.17741934955120087
49;0.5448762774467468
50;0.7900370359420776
51;0.7235910296440125
52;0.3938003182411194
53;0.2878529727458954
54;0.21382296085357666
55;0.5423391461372375
56;0.5472810864448547
57;0.49595943093299866
58;0.7108112573623657
59;0.5234583616256714
60;0.6044588088989258
61;0.26744186878204346
62;0.6677539348602295
63;0.751633882522583
64;0.49492597579956055
65;0.1428571492433548
66;0.5433046221733093
67;0.8665398955345154
68;0.6121154427528381
69;0.8093419671058655
70;0.7610726356506348
71;0.6597863435745239
72;0.7439024448394775
73;0.5704014897346497
74;0.10000000149011612
75;0.40634384751319885
76;0.8853437304496765
77;0.1551724076271057
78;0.9620631337165833
79;0.19797644019126892
80;0.9347826242446899
81;0.34293320775032043
82;0.7291099429130554
83;0.7632958292961121
84;0.508306622505188
85;0.6831277012825012
86;0.6506260633468628
87;0.41379261016845703
88;0.5471324324607849
89;0.5452392101287842
90;0.7702702879905701
91;0.2142857164144516
92;0.7864078283309937
93;0.7322772145271301
94;0.7001624703407288
95;0.6282593607902527
96;0.6967666149139404
97;0.6856090426445007
98;0.22346076369285583
99;0.6680650115013123
100;0.8571428656578064
101;0.5302484631538391
102;0.623561680316925
103;0.4870491921901703
104;0.7777777910232544
105;0.7716372609138489
106;0.8996527791023254
107;0.5678880214691162
108;0.6746419072151184
109;0.717391312122345
110;0.7458919286727905
111;0.5546401143074036
112;0.8999999761581421
113;0.9347826242446899
114;0.5590634942054749
115;0.6072941422462463
116;0.26956483721733093
117;0.7129729986190796
118;0.7291541695594788
119;0.4961206316947937
120;0.6243674159049988
121;0.5319796800613403
122;0.7857142686843872
123;0.9291298985481262
124;0.768969714641571
125;0.8846153616905212
126;0.8360389471054077
127;0.9422008395195007
128;0.9089632630348206
129;0.8448275923728943
130;0.8225806355476379
131;0.46403658390045166
132;0.7941176295280457
133;0.6401627659797668
134;0.0
135;0.6706494092941284
136;0.8571428656578064
137;0.5820083022117615
138;0.5683584809303284
139;0.39627018570899963
140;0.7564102411270142
141;0.738095223903656
142;0.5629435181617737
143;0.849615216255188
144;0.6403945684432983
145;0.8333333134651184
146;0.738095223903656
147;0.8333333134651184
148;0.46087008714675903
149;0.5377188920974731
150;0.3114975094795227
151;0.5540602803230286
152;0.5539950728416443
153;0.5877392888069153
154;0.9347826242446899
155;0.9883242845535278
156;0.7702702879905701
157;0.3609899878501892
158;0.8448275923728943
159;0.42903968691825867
160;0.2142857164144516
161;0.4748506546020508
162;0.7631579041481018
163;0.6859171986579895
164;0.45602166652679443
165;0.5624985098838806
166;0.705194890499115
167;0.5870387554168701
168;0.799938440322876
169;0.685967206954956
170;0.6916651129722595
171;0.3728577494621277
172;0.8125
173;1.0
174;0.8347858190536499
175;0.5406993627548218
176;0.6878154277801514
177;0.4198686182498932
178;0.4569876790046692
179;0.5774632096290588
180;0.7031732797622681
181;0.385926753282547
182;0.8945608139038086
183;0.04545454680919647
184;0.673701822757721
185;0.6351093649864197
186;0.7702702879905701
187;0.5813542604446411
188;0.46238023042678833
189;0.47973334789276123
190;0.7319346070289612
191;0.5720206499099731
192;0.5935916900634766
193;0.20588235557079315
194;0.7310642600059509
195;0.6237916350364685
196;0.36046987771987915
197;0.4592715799808502
198;0.704081654548645
199;0.5333250761032104
200;0.7238799333572388
201;0.6793087124824524
202;0.17741934955120087
203;0.4494067430496216
204;0.7723803520202637
205;0.5154802799224854
206;0.6991589069366455
207;0.5730433464050293
208;0.5524770617485046
209;0.24315741658210754
210;0.0
211;0.20588235557079315
212;0.7662738561630249
213;0.8494952917098999
214;0.5909912586212158
215;0.25
216;0.9253091812133789
217;0.7325581312179565
218;0.6369189023971558
219;0.37912702560424805
220;0.6276108622550964
221;0.49725228548049927
222;0.4455982446670532
223;0.6606192588806152
224;0.7417089343070984
225;0.7564102411270142
226;0.5980682373046875
227;0.24918407201766968
228;0.735420823097229
229;0.42466703057289124
230;0.4225830137729645
231;0.5648399591445923
232;0.10000000149011612
233;0.4578741788864136
234;0.3707391619682312
235;0.881163477897644
236;0.5552665591239929
237;0.568891704082489
238;0.6476547122001648
239;0.5615496635437012
240;0.5833559632301331
241;0.7446975111961365
242;0.6901326775550842
243;0.8374929428100586
244;0.5061008930206299
245;0.7144507169723511
246;0.5137690901756287
247;0.9391266107559204
248;0.5728051662445068
249;0.7118212580680847
250;0.29643070697784424
251;0.2368421107530594
252;0.5921515822410583
253;0.2576844394207001
254;0.6747761964797974
255;0.7702702879905701
256;0.43535155057907104
257;0.7377455830574036
258;0.7665155529975891
259;0.5726847648620605
260;0.5553798079490662
261;0.6444910764694214
262;0.6383103728294373
263;0.3677006959915161
264;0.5203184485435486
265;0.629550039768219
266;0.4327411651611328
267;0.39553773403167725
268;0.5573412775993347
269;0.7038309574127197
270;0.3886703848838806
271;0.6642680168151855
272;0.7272727489471436
273;0.8713005185127258
274;0.6620970964431763
275;0.43024933338165283
276;0.17601259052753448
277;0.6837579011917114
278;0.48629671335220337
279;0.564682126045227
280;0.7941176295280457
281;0.6118317246437073
282;0.6373181343078613
283;0.7702702879905701
284;0.8943257331848145
285;0.5834487080574036
286;1.0
287;0.5048192143440247
288;0.4921538829803467
289;0.9040266871452332
290;0.5698405504226685
291;0.5184124112129211
292;1.0
293;0.6143481135368347
294;0.8255876302719116
295;0.7491640448570251
296;0.7457635402679443
297;0.9161611795425415
298;0.7702702879905701
299;0.2885637581348419
300;0.39689919352531433
301;0.8547664880752563
302;0.7270079255104065
303;0.5355116724967957
304;0.8754634857177734
305;0.5135498046875
306;0.6143584251403809
307;0.6122721433639526
308;0.551317036151886
309;0.48880836367607117
310;0.5496134161949158
311;0.656772255897522
312;0.8571428656578064
313;0.42929768562316895
314;0.4169987142086029
315;0.7272727489471436
316;0.5490076541900635
317;0.39904263615608215
318;0.8333333134651184
319;0.42862600088119507
320;0.6977797746658325
321;0.665626049041748
322;0.7919264435768127
323;0.5461043119430542
324;0.9545454382896423
325;0.19005990028381348
326;0.8103291988372803
327;0.8319728970527649
328;0.45603176951408386
329;0.7769675254821777
330;0.7127659320831299
331;0.7439024448394775
332;0.7204582691192627
333;0.6607780456542969
334;0.48220589756965637
335;0.6840763092041016
336;0.501099705696106
337;0.8386927247047424
338;0.6837528944015503
339;0.40132957696914673
340;0.7184673547744751
341;0.7439024448394775
342;0.49274933338165283
343;0.5698274970054626
344;0.7127659320831299
345;0.7325581312179565
346;0.6000180244445801
347;0.7598701119422913
348;0.8571428656578064
349;0.6227003931999207
350;0.5118057727813721
351;0.47130024433135986
352;0.7564102411270142
353;0.3844917118549347
354;0.2388264536857605
355;0.3466832637786865
356;0.410176157951355
357;0.4847169518470764
358;0.4107030928134918
359;0.24358974397182465
360;0.5571175217628479
361;0.5792901515960693
362;0.45728451013565063
363;0.434558242559433
364;0.409772664308548
365;0.75
366;0.3037704527378082
367;0.8225806355476379
368;0.6054927110671997
369;0.3236553966999054
370;0.556238055229187
371;0.5763946771621704
372;0.5678935647010803
373;0.5272274017333984
374;0.45517170429229736
375;0.7279008030891418
376;0.563891589641571
377;0.5685596466064453
378;0.4766697287559509
379;0.6068901419639587
380;0.6486953496932983
381;0.7702702879905701
382;0.8225806355476379
383;0.8333333134651184
384;0.8703703880310059
385;0.5314505696296692
386;0.6869361400604248
387;0.2222222238779068
388;0.7537293434143066
389;0.5225476622581482
390;0.7102241516113281
391;0.6226011514663696
392;0.7891340255737305
393;0.3053320646286011
394;0.75
395;0.738408088684082
396;0.3938291370868683
397;0.7702702879905701
398;0.1666666716337204
399;0.5169245004653931
400;0.4889276623725891
401;0.5381439924240112
402;0.7056673169136047
403;0.49323636293411255
404;0.6987677812576294
405;0.02380952425301075
406;0.6341872811317444
407;0.889484167098999
408;0.7742552161216736
409;0.6086403727531433
410;0.6976256966590881
411;0.3039158582687378
412;0.7325581312179565
413;0.7253333330154419
414;0.6308279037475586
415;0.5816128253936768
416;0.5006040334701538
417;0.8341494798660278
418;0.342649906873703
419;0.4238501787185669
420;0.6534664630889893
421;0.5426422357559204
422;0.5370888113975525
423;0.5754711627960205
424;0.614763081073761
425;0.3113207519054413
426;0.0
427;0.6287328004837036
428;0.42357897758483887
429;0.5797289609909058
430;0.6711305975914001
431;0.5634788870811462
432;0.7214149236679077
433;0.46349018812179565
434;0.6357136368751526
435;0.5275021195411682
436;0.48100146651268005
437;0.7683408260345459
438;0.9465406537055969
439;0.7339354157447815
440;0.4966784715652466
441;0.6814438700675964
442;0.8030303120613098
443;0.503655731678009
444;0.4830896556377411
445;0.529921293258667
446;0.543920636177063
447;0.45252126455307007
448;0.6400550603866577
449;0.686493992805481
450;0.7336936593055725
451;0.6928778886795044
452;0.296935498714447
453;0.6758460402488708
454;0.7794693112373352
455;0.11538461595773697
456;0.3430657982826233
457;0.9347826242446899
458;0.375797301530838
459;0.7631579041481018
460;0.5579038262367249
461;0.5537028908729553
462;0.7083333134651184
463;0.8448275923728943
464;0.4871656596660614
465;0.487995445728302
466;0.7777777910232544
467;0.6448690891265869
468;0.6614663004875183
469;0.6295322179794312
470;0.7325581312179565
471;0.657819390296936
472;0.6371247172355652
473;0.6897526979446411
474;0.7345671653747559
475;0.7325581312179565
476;0.6895800828933716
477;0.6272324323654175
478;0.7631579041481018
479;0.270505428314209
480;0.3469242453575134
481;0.32444027066230774
482;0.3806675970554352
483;0.5022070407867432
484;0.3317723572254181
485;0.8967494368553162
486;0.685505747795105
487;1.0
488;0.6608794927597046
489;0.6145914793014526
490;0.41331902146339417
491;0.5931205749511719
492;0.702408492565155
493;0.5343814492225647
494;0.6466661691665649
495;0.7233937978744507
496;0.3799093961715698
497;0.4857424199581146
498;0.5966646671295166
499;0.5032516121864319
500;0.7272727489471436
501;0.5347089171409607
502;0.5676565766334534
503;0.14311738312244415
504;0.40171390771865845
505;0.7631579041481018
506;0.8571428656578064
507;0.3156459331512451
508;0.8703703880310059
509;0.38680925965309143
510;0.7777777910232544
511;0.5756033658981323
512;0.445007860660553
513;0.7037415504455566
514;0.9347826242446899
515;0.4660821557044983
516;0.5016389489173889
517;0.15557146072387695
518;0.44638752937316895
519;0.7336894869804382
520;0.7128642797470093
521;0.5864295959472656
522;0.3170660436153412
523;0.5527855157852173
524;0.5196376442909241
525;0.6872695684432983
526;0.5081525444984436
527;0.5329992771148682
528;0.41051504015922546
529;0.40921658277511597
530;0.5728596448898315
531;0.6123745441436768
532;0.49406421184539795
533;0.5767664313316345
